wikidata_id,name,latitude,longitude,postal_code
Q251420,Dolní Čermná,49.979562404,16.564811828,561 53
Q251671,Boleradice,48.966699708,16.813922997,691 12
Q265518,Chlum u Třeboně,48.96241443,14.92799675,378 04
Q265518,Chlum u Třeboně,48.96241443,14.92799675,378 06
Q265518,Chlum u Třeboně,48.96241443,14.92799675,379 01
Q288709,Strunkovice nad Blanicí,49.084112543,14.055231111,384 11
Q288709,Strunkovice nad Blanicí,49.084112543,14.055231111,383 01
Q288709,Strunkovice nad Blanicí,49.084112543,14.055231111,384 26
Q303907,Olbramovice,48.988888888,16.3975,671 75
Q303907,Olbramovice,48.988888888,16.3975,671 76
Q337703,Častolovice,50.129130652,16.181351562,517 41
Q337703,Častolovice,50.129130652,16.181351562,517 50
Q339213,Černá Hora,49.413634223,16.581424193,679 22
Q339213,Černá Hora,49.413634223,16.581424193,679 21
Q339506,Černý Důl,50.635003834,15.710693965,543 72
Q339506,Černý Důl,50.635003834,15.710693965,543 44
Q341345,Český Šternberk,49.810953362,14.928204553,257 26
Q341371,Čestice,49.167914955,13.80371824,387 01
Q341371,Čestice,49.167914955,13.80371824,386 01
Q341371,Čestice,49.167914955,13.80371824,387 19
Q391317,Šatov,48.793217152,16.009918369,671 22
Q391492,Ševětín,49.100129411,14.572211957,373 65
Q391492,Ševětín,49.100129411,14.572211957,373 63
Q513053,Velký Vřešťov,50.358528023,15.75162995,544 54
Q514202,Sovínky,50.373140353,14.787160489,294 29
Q526887,Dešenice,49.274408154,13.170973,340 21
Q526887,Dešenice,49.274408154,13.170973,340 22
Q534267,Načeradec,49.610249633,14.906372352,257 08
Q536625,Nový Hrozenkov,49.336957856,18.197952514,756 04
Q774268,Lukavec,49.565472989,14.990452698,395 01
Q774268,Lukavec,49.565472989,14.990452698,394 26
Q774837,Havlíčkova Borová,49.635828013,15.781608677,582 22
Q774837,Havlíčkova Borová,49.635828013,15.781608677,582 63
Q774837,Havlíčkova Borová,49.635828013,15.781608677,582 23
Q392456,Štoky,49.502535563,15.588664195,582 53
Q392523,Štítary,48.935147202,15.844289405,671 02
Q392571,Štěkeň,49.267231177,14.005910716,386 01
Q392571,Štěkeň,49.267231177,14.005910716,387 51
Q392799,Švábenice,49.278416333,17.123410757,683 23
Q392799,Švábenice,49.278416333,17.123410757,683 24
Q393877,Žernov,50.430438909,16.057531723,552 03
Q394082,Žinkovy,49.483503359,13.489483173,335 01
Q394082,Žinkovy,49.483503359,13.489483173,336 01
Q394082,Žinkovy,49.483503359,13.489483173,335 54
Q394292,Žumberk,49.872750655,15.858271614,538 21
Q394292,Žumberk,49.872750655,15.858271614,538 36
Q569248,Všeruby,49.340829976,12.98326233,344 01
Q569248,Všeruby,49.340829976,12.98326233,345 06
Q569248,Všeruby,49.340829976,12.98326233,345 07
Q582652,Sepekov,49.428728047,14.418185887,399 01
Q582652,Sepekov,49.428728047,14.418185887,398 51
Q585050,Vranov nad Dyjí,48.894745738,15.812699435,671 03
Q585050,Vranov nad Dyjí,48.894745738,15.812699435,673 03
Q602838,Křižanov,49.388620285,16.109630104,594 51
Q603591,Moravská Nová Ves,48.803061947,17.013701445,691 55
Q604266,Nová Cerekev,49.417296357,15.116777592,393 01
Q604266,Nová Cerekev,49.417296357,15.116777592,394 70
Q604266,Nová Cerekev,49.417296357,15.116777592,394 15
Q616832,Tištín,49.306902196,17.165417433,798 29
Q617862,Hostomice,50.587789095,13.808129921,417 52
Q630883,Kounice,50.107733801,14.855993448,289 15
Q631986,Brankovice,49.15599697,17.134815829,683 33
Q631986,Brankovice,49.15599697,17.134815829,683 32
Q651930,Křemže,48.905048279,14.305683103,382 03
Q655592,Kralice na Hané,49.462975879,17.18050492,798 12
Q665211,Ostrov nad Oslavou,49.486859123,15.989961582,591 01
Q665211,Ostrov nad Oslavou,49.486859123,15.989961582,594 45
Q670610,Pozlovice,49.129213474,17.769261493,763 26
Q671535,Višňové,48.982453818,16.150259714,671 38
Q679866,Červené Pečky,49.978274448,15.208623634,280 02
Q679866,Červené Pečky,49.978274448,15.208623634,281 21
Q684549,Opatov,49.224383151,15.661685156,675 28
Q745997,Brodek u Prostějova,49.369980617,17.090080262,798 07
Q766484,Libštát,50.55945468,15.416026191,512 03
Q823134,Bernartice,49.368973071,14.381044851,398 43
Q829723,Besednice,48.79006285,14.556887968,382 41
Q829723,Besednice,48.79006285,14.556887968,382 81
Q854433,Bezno,50.367353059,14.795704755,294 29
Q854992,Divišov,49.788556298,14.875843335,257 26
Q888865,Bobrová,49.475129071,16.118799572,592 55
Q890744,Bohdalov,49.479255322,15.875852356,592 14
Q890744,Bohdalov,49.479255322,15.875852356,592 13
Q896370,Božejov,49.362165593,15.15582447,393 01
Q896370,Božejov,49.362165593,15.15582447,394 61
Q900615,Cítoliby,50.332818364,13.812221898,439 02
Q910476,Dub,49.108321992,14.012067871,384 22
Q910476,Dub,49.108321992,14.012067871,383 01
Q910476,Dub,49.108321992,14.012067871,384 25
Q914831,Dřevohostice,49.425946876,17.592069359,751 14
Q922586,Sněžné,49.645554256,16.121690785,592 02
Q922586,Sněžné,49.645554256,16.121690785,592 03
Q924280,Brodek u Přerova,49.484199033,17.338275457,751 03
Q933361,Stonařov,49.282161689,15.585649549,588 33
Q933361,Stonařov,49.282161689,15.585649549,588 32
Q955899,Stařeč,49.197875146,15.827931305,675 22
Q962766,Náměšť na Hané,49.602142795,17.06542921,783 44
Q974065,Slavětín,50.350694939,13.907794425,440 01
Q974065,Slavětín,50.350694939,13.907794425,439 09
Q978098,Jince,49.786324971,13.978728301,262 23
Q998679,Buchlovice,49.086282324,17.338526755,687 08
Q1001489,Budišov,49.271424372,16.003855172,675 03
Q1014449,Vysoký Chlumec,49.617730725,14.389806301,262 52
Q1014449,Vysoký Chlumec,49.617730725,14.389806301,264 01
Q1021063,Hustopeče nad Bečvou,49.530528813,17.869966552,753 66
Q1023862,Velké Němčice,48.991703668,16.672085325,691 63
Q1023862,Velké Němčice,48.991703668,16.672085325,691 64
Q1023882,Drnholec,48.857490198,16.485855863,691 83
Q1075695,Chodová Planá,49.893328038,12.730202955,348 13
Q1075989,Choltice,49.987770583,15.619472441,535 01
Q1075989,Choltice,49.987770583,15.619472441,533 61
Q1076776,Choustníkovo Hradiště,50.426455954,15.878663172,544 42
Q1088443,Katovice,49.273576493,13.830380656,387 11
Q1088799,Radomyšl,49.316433343,13.930268199,386 01
Q1088799,Radomyšl,49.316433343,13.930268199,387 31
Q1111391,Davle,49.892253855,14.400431381,252 06
Q1118170,Březno,50.406252139,15.005564392,294 06
Q1118271,Troskotovice,48.91905122,16.43754077,671 78
Q1123825,Nehvizdy,50.130629092,14.730007158,250 81
Q1125339,Kněževes,50.146676826,13.637177642,270 01
Q1146788,Dolní Bukovsko,49.170933974,14.581287427,373 41
Q1146788,Dolní Bukovsko,49.170933974,14.581287427,373 65
Q1181531,Deblín,49.320391709,16.346460304,666 01
Q1181531,Deblín,49.320391709,16.346460304,664 75
Q1233346,Kovářská,50.438321578,13.053974118,431 86
Q1234231,Svatava,50.192347393,12.625320911,357 03
Q1251587,Doubravice nad Svitavou,49.436662098,16.629396012,679 11
Q1251610,Doubravník,49.424140269,16.352723535,592 62
Q1251610,Doubravník,49.424140269,16.352723535,592 61
Q1251680,Doudleby nad Orlicí,50.107451598,16.26138206,517 42
Q1255310,Drahany,49.433279748,16.897409019,798 61
Q1256711,Křinec,50.264545431,15.137902085,289 33
Q1259633,Lukov,48.861629271,15.910691871,669 02
Q1261010,Stráž,49.668898566,12.775506552,348 06
Q1261010,Stráž,49.668898566,12.775506552,348 02
Q1362616,Ervěnice,50.51624639,13.5298875,
Q3968435,Starý Most,50.5328,13.6294,434 01
Q9393251,Zámostí,50.2042,15.8514,
Q11740589,Kobylí Doly,50.240555555,15.788611111,
Q11794278,Náhon,50.1992,15.8661,
Q11817622,Dolní Vltavice,48.6972,14.0783,382 26
Q11863142,Dřevěné Mlýny,49.40621948,15.60170269,
Q12019291,Havelské město,50.0851594,14.4215064,
Q12020596,Vinoř,50.1347433,14.5859647,
Q12021145,Hynov,http://www.wikidata.org/.well-known/genid/6d9901109303cef84dfc9f808a4de247,,
Q12038859,Mošenec,,,
Q12221415,Třemošnice,49.85277778,13.46222222,
Q20057633,Kavčina,50.528805555,15.02925,
Q22691576,Císařský Hamr,50.31495472,12.105335,
Q22691576,Císařský Hamr,50.31547,12.10606,
Q22694897,Sekanka,49.8797222,14.3938889,
Q22694897,Sekanka,49.8800149,14.394272,
Q26773995,Ahníkov - Sklepní Hostinec,50.43453,13.30453,
Q27645107,Horní Lomnice,50.2604506,13.0461122,
Q27645287,Doupov,50.257222222,13.143611111,
Q28937300,Podlesí,,,
Q30128039,Rovný,49.8467847,13.7163461,
Q37169349,archeologická lokalita zaniklého středověkého města Děčína,50.7768608,14.2093594,
Q38094112,Hrádek,49.9314267,17.2699955,
Q56423792,Malé Stínky,50.6909658,14.2423225,
Q63861151,Červená Ulice,49.201002777,16.604511111,
Q65232765,Chrášťany,50.0287446,15.2190971,
Q69312008,Vícov,49.5803725,13.3540247,
Q92786012,Dolnice,50.0963,12.3839,
Q92906261,Javor,49.6725,13.5897,
Q92906278,Hluboká,49.5769,13.4513,
Q93475248,Manice,49.2155794,16.5689428,
Q97119075,Staré Hutě,48.9750497,15.1674303,
Q103089871,Střítež,49.7416453,16.8202544,
Q106783303,Zaryje,49.7483486,18.3075839,
Q112316439,Vymyšlenka,49.74192,14.37969,
Q123035548,Amerika,49.761266622,13.378799557,
Q123268188,Panenské předměstí,49.394,15.585,
Q125504178,Vakov,,,
Q130304055,Kremsiger,50.4895786,13.0998294,
Q131054747,Lázně Mlázovice,50.4112672,15.5214328,
Q134612593,Lauby,49.8344444,18.2917778,
Q2240221,zámek Bechyně,49.29150556,14.46808333,
Q4443275,Oppidum Stradonice,49.9925,14.00305556,
Q12020674,Hrazany,49.73277778,14.39777778,
Q12042815,Oppidum Třísov,48.8869,14.3511,
Q12042816,Oppidum Nevězice,49.4683,14.1675,
Q12042817,Oppidum Závist,49.96222222,14.40805556,
Q12042818,keltské oppidum České Lhotice,49.8593567,15.7801692,
Q12056190,Staré Hradisko,49.498213055,16.895628611,
Q38150471,hradiště Kolo,50.045819,15.3735328,
Q1085,Praha,50.0875,14.421388888,252 26
Q1085,Praha,50.0875,14.421388888,100 00–199 00
Q1085,Praha,50.0875,14.421388888,252 28
Q8385,Ostrava,49.835555555,18.2925,700 30–739 34
Q14960,Brno,49.195277777,16.608333333,602 00–664 81
Q43453,Plzeň,49.741388888,13.3825,301 00–326 00
Q81137,Olomouc,49.593888888,17.250833333,779 00
Q81137,Olomouc,49.593888888,17.250833333,783 01
Q81137,Olomouc,49.593888888,17.250833333,783 35
Q146351,Liberec,50.766666666,15.05,460 01–463 12
Q523469,Mariánské Lázně,49.964703891,12.701249703,353 01
Q3490322,Lázně Jeseník,50.24,17.18611111,
Q12027525,Jánské Koupele,49.8353,17.7053,
Q126166045,Lázně Bělohrad,50.4284958,15.5891911,
Q169137,Zdislava,50.765026138,14.876402659,463 53
Q11341807,Líšeň,49.2075,16.6861,628 00
Q393426,Žatec,50.327264913,13.545859487,438 01
Q753219,Nové Město,50.0767,14.4264,110 00
Q753219,Nové Město,50.0767,14.4264,120 00
Q581478,Břeclav,48.758991122,16.882020775,691 46
Q581478,Břeclav,48.758991122,16.882020775,690 02
Q581478,Břeclav,48.758991122,16.882020775,690 06
Q581478,Břeclav,48.758991122,16.882020775,691 41
Q581478,Břeclav,48.758991122,16.882020775,690 03
Q591823,Náchod,50.416738226,16.162974008,547 01
Q602976,Klatovy,49.395625338,13.295088913,339 01
Q616877,Louny,50.357078457,13.796762432,440 01
Q656603,Jičín,50.4370452,15.3516528,506 01
Q727383,Sokolov,50.181415762,12.640181474,356 01
Q740863,Česká Lípa,50.685584291,14.537747102,470 01
Q740863,Česká Lípa,50.685584291,14.537747102,470 06
Q740863,Česká Lípa,50.685584291,14.537747102,471 21
Q740863,Česká Lípa,50.685584291,14.537747102,471 11
Q750224,Strakonice,49.261497897,13.902396874,386 01
Q755698,Svitavy,49.755965917,16.468338539,568 02
Q827041,Beroun,49.963908175,14.072061165,266 01
Q841296,Příbram,49.68996461,14.010474512,261 01
Q841296,Příbram,49.68996461,14.010474512,262 31
Q841296,Příbram,49.68996461,14.010474512,262 41
Q850676,Blansko,49.363160582,16.643174766,678 01
Q850676,Blansko,49.363160582,16.643174766,679 02
Q850676,Blansko,49.363160582,16.643174766,679 03
Q954569,Vyškov,49.277487239,16.998993221,682 01
Q954596,Havlíčkův Brod,49.607899638,15.580727658,580 01
Q954611,Jeseník,50.229379845,17.204714793,790 01
Q985465,Rakovník,50.103792787,13.733472751,269 01
Q985465,Rakovník,50.103792787,13.733472751,270 36
Q986068,Domažlice,49.44060568,12.929798039,344 01
Q986070,Chrudim,49.951136279,15.79563579,538 21
Q986070,Chrudim,49.951136279,15.79563579,537 01
Q986070,Chrudim,49.951136279,15.79563579,538 31
Q986070,Chrudim,49.951136279,15.79563579,537 03
Q986070,Chrudim,49.951136279,15.79563579,537 05
Q986072,Rokycany,49.742793661,13.594638741,337 01
Q994280,Bruntál,49.988449251,17.464759014,792 01
Q1000073,Pelhřimov,49.431396763,15.223389364,393 01
Q1000091,Rychnov nad Kněžnou,50.162870787,16.274954757,516 01
Q1000091,Rychnov nad Kněžnou,50.162870787,16.274954757,516 03
Q1008737,Semily,50.601957959,15.335619799,512 06
Q1008737,Semily,50.601957959,15.335619799,513 01
Q1734032,Karlštejn,49.937429157,14.186111701,267 18
Q1735575,Peruc,50.342590484,13.959944527,440 01
Q1735575,Peruc,50.342590484,13.959944527,439 07
Q1735575,Peruc,50.342590484,13.959944527,439 08
Q1756946,Kunvald,50.129301301,16.500032938,564 01
Q1756946,Kunvald,50.129301301,16.500032938,517 61
Q1756946,Kunvald,50.129301301,16.500032938,561 81
Q1767147,Pecka,50.480382519,15.608313166,507 82
Q1809737,Větrný Jeníkov,49.475828169,15.478887644,588 42
Q1811531,Ledenice,48.933362758,14.618870709,370 06
Q1811531,Ledenice,48.933362758,14.618870709,373 11
Q1811531,Ledenice,48.933362758,14.618870709,373 12
Q1821970,Levín,50.613908147,14.284007258,411 45
Q1822500,Lhenice,48.994877442,14.149813496,384 11
Q1822500,Lhenice,48.994877442,14.149813496,383 01
Q1822500,Lhenice,48.994877442,14.149813496,384 02
Q1826023,Měcholupy,50.26675966,13.537452259,438 01
Q1826023,Měcholupy,50.26675966,13.537452259,439 31
Q1853105,Pavlíkov,50.056080314,13.736430969,269 01
Q1853105,Pavlíkov,50.056080314,13.736430969,270 21
Q1865098,Litenčice,49.202216257,17.208430895,768 13
Q1872049,Osvětimany,49.055784205,17.249687501,687 42
Q1872371,Loučeň,50.285430077,15.020570006,289 37
Q1879134,Lázně Toušeň,50.169336562,14.716080433,250 89
Q1882745,Machov,50.499296391,16.276992906,549 31
Q1882745,Machov,50.499296391,16.276992906,549 63
Q1887287,Malešov,49.911073893,15.224396689,284 01
Q1887287,Malešov,49.911073893,15.224396689,285 41
Q1912504,Svojanov,49.624654523,16.410240845,569 73
Q1912504,Svojanov,49.624654523,16.410240845,569 92
Q1916679,Medlov,49.035119632,16.522384526,664 66
Q1932183,Kácov,49.777928437,15.027941341,285 22
Q1932183,Kácov,49.777928437,15.027941341,285 09
Q1932693,Mladé Buky,50.606466364,15.833578925,541 01
Q1932693,Mladé Buky,50.606466364,15.833578925,542 24
Q1932693,Mladé Buky,50.606466364,15.833578925,542 23
Q1942869,Mohelno,49.114159376,16.190231443,675 75
Q1945770,Nezamyslice,49.325440304,17.173279167,798 26
Q1947164,Suchdol,49.952528126,15.166571934,284 01
Q1947164,Suchdol,49.952528126,15.166571934,285 02
Q1948479,Vojnův Městec,49.679497559,15.878329128,591 01
Q1948479,Vojnův Městec,49.679497559,15.878329128,592 22
Q1951536,Mrákotín,49.189510689,15.376111922,588 56
Q1951536,Mrákotín,49.189510689,15.376111922,588 54
Q1955504,Křivsoudov,49.633036856,15.087404877,257 65
Q1955504,Křivsoudov,49.633036856,15.087404877,257 66
Q1959531,Měřín,49.393254881,15.883840448,594 42
Q1960514,Mšec,50.205273656,13.898400658,270 64
Q1977388,Stádlec,49.379672341,14.49509608,391 65
Q1977388,Stádlec,49.379672341,14.49509608,391 61
Q1977388,Stádlec,49.379672341,14.49509608,391 62
Q1981804,Neustupov,49.615073007,14.698643284,257 86
Q1981804,Neustupov,49.615073007,14.698643284,257 03
Q1997494,Štěchovice,49.851170014,14.405484971,252 08
Q1997494,Štěchovice,49.851170014,14.405484971,252 07
Q1998597,Spálov,49.70410469,17.722446553,742 37
Q2001637,Nosislav,49.013828664,16.654316384,691 64
Q2002892,Oleksovice,48.902095073,16.248402299,671 62
Q2003039,Ostrovačice,49.210855554,16.40947391,664 81
Q2003236,Nové Dvory,49.968268378,15.327966752,285 31
Q2003236,Nové Dvory,49.968268378,15.327966752,285 33
Q2003335,Nový Hrádek,50.357309351,16.244455465,549 01
Q2003335,Nový Hrádek,50.357309351,16.244455465,549 22
Q2003381,Nový Rychnov,49.383571087,15.366215841,393 01
Q2003381,Nový Rychnov,49.383571087,15.366215841,394 04
Q2035980,Ostrov u Macochy,49.382385679,16.762705482,679 14
Q2038193,Škvorec,50.046938239,14.730480342,250 83
Q2041832,Cerhovice,49.849627417,13.83488488,267 61
Q2049376,Panenský Týnec,50.295009762,13.917029296,439 05
Q2063949,Strážek,49.440771804,16.193347797,592 53
Q2065573,Staré Město pod Landštejnem,49.003407827,15.254137369,378 81
Q2065573,Staré Město pod Landštejnem,49.003407827,15.254137369,378 82
Q2066062,Prosiměřice,48.902740876,16.191965601,671 61
Q2067672,Pozořice,49.209787007,16.79075732,664 07
Q2100308,Podhradí,50.418526284,15.310613267,506 01
Q2125814,Sloup,49.414809603,16.739557696,679 13
Q2132370,Rataje nad Sázavou,49.841910981,14.956777811,285 06
Q2132370,Rataje nad Sázavou,49.841910981,14.956777811,285 07
Q2132370,Rataje nad Sázavou,49.841910981,14.956777811,285 05
Q2137655,Strážný,48.908919115,13.720289084,384 43
Q2154120,Kamenice,49.366633042,15.780256843,675 03
Q2154120,Kamenice,49.366633042,15.780256843,588 24
Q2154120,Kamenice,49.366633042,15.780256843,588 22
Q2154120,Kamenice,49.366633042,15.780256843,588 23
Q2166204,Vratěnín,48.904137048,15.59517987,671 07
Q2166204,Vratěnín,48.904137048,15.59517987,671 08
Q2169936,Březová,49.791575896,17.865600862,747 44
Q2175228,Heraltice,49.230879549,15.730564758,675 21
Q2189957,České Heřmanice,49.93146393,16.253156017,566 01
Q2189957,České Heřmanice,49.93146393,16.253156017,565 52
Q2190166,Netvořice,49.815766287,14.518330017,257 44
Q2211305,Bílé Podolí,49.956536836,15.491083332,286 01
Q2211305,Bílé Podolí,49.956536836,15.491083332,285 72
Q2219174,Zdislavice,49.686549257,14.974536027,257 64
Q2241230,Stará Říše,49.1796018,15.594783384,588 67
Q2278393,Libice nad Doubravou,49.744969734,15.704282012,583 01
Q2278393,Libice nad Doubravou,49.744969734,15.704282012,582 77
Q2304956,Velké Poříčí,50.461805189,16.189396479,549 31
Q2304956,Velké Poříčí,50.461805189,16.189396479,549 32
Q2304969,Svitávka,49.50180312,16.597964085,679 32
Q2328819,Olbramkostel,48.921758128,15.949604897,671 51
Q2368894,Zápy,50.165067079,14.680124825,250 01
Q2368894,Zápy,50.165067079,14.680124825,250 61
Q2376801,Slabce,50.000161947,13.714845421,270 41
Q2395486,Česká Bělá,49.642962001,15.691004501,583 01
Q2395486,Česká Bělá,49.642962001,15.691004501,582 61
Q2396342,Senomaty,50.098268491,13.653790652,270 31
Q2396342,Senomaty,50.098268491,13.653790652,270 35
Q2412555,Cerhenice,50.071335369,15.072102555,280 02
Q2412555,Cerhenice,50.071335369,15.072102555,281 02
Q2427105,Polešovice,49.033910102,17.340641804,687 37
Q2427128,Mikulovice,48.956818246,16.094681569,671 33
Q2427141,Litultovice,49.903870752,17.751473477,747 55
Q2427236,Bojanov,49.841360846,15.70493415,538 07
Q2427236,Bojanov,49.841360846,15.70493415,538 26
Q2447012,Brozany nad Ohří,50.453740303,14.145494393,413 01
Q2447012,Brozany nad Ohří,50.453740303,14.145494393,411 81
Q2463056,Komárov,49.806585997,13.856415169,267 62
Q2473281,Brodce,50.330743214,14.869256208,294 73
Q2503857,Chudenice,49.466782858,13.173900093,340 12
Q2503857,Chudenice,49.466782858,13.173900093,339 01
Q2511069,Včelákov,49.81772416,15.884409523,539 01
Q2511069,Včelákov,49.81772416,15.884409523,539 57
Q2520846,Radiměř,49.699516915,16.431325501,569 07
Q2527033,Batelov,49.314309017,15.394680127,588 51
Q2528795,Žehušice,49.96950773,15.407449147,286 01
Q2528795,Žehušice,49.96950773,15.407449147,285 75
Q2537848,Dolní Cerekev,49.344540632,15.456574177,588 51
Q2537848,Dolní Cerekev,49.344540632,15.456574177,588 45
Q2538389,Čachrov,49.265533383,13.302608304,341 42
Q2538389,Čachrov,49.265533383,13.302608304,339 01
Q2538451,Vladislav,49.210210778,15.988317884,675 01
Q2556776,Protivanov,49.483535696,16.835971604,798 48
Q2574196,Borotín,49.505101378,14.613003636,391 33
Q2574196,Borotín,49.505101378,14.613003636,391 35
Q2614827,Běhařovice,49.00397626,16.078626959,671 39
Q2614827,Běhařovice,49.00397626,16.078626959,671 40
Q2615494,Plaňany,50.050164844,15.029507965,280 02
Q2615494,Plaňany,50.050164844,15.029507965,281 04
Q2626377,Blížkovice,48.999807482,15.834823126,671 55
Q2687038,Vraný,50.327169094,14.017226331,273 72
Q2687038,Vraný,50.327169094,14.017226331,273 73
Q2688960,Vémyslice,49.022076701,16.256800576,671 42
Q2691176,Dalešice,49.129043911,16.081920158,675 54
Q2699172,Zvíkovec,49.954170249,13.688602384,338 08
Q2702762,Liblín,49.916908982,13.544304594,331 41
Q2703669,Koloveč,49.486893463,13.108806434,345 43
Q2703812,Okříšky,49.245438505,15.769606412,675 21
Q2703957,Vilémov,49.815710831,15.535888069,582 82
Q2703957,Vilémov,49.815710831,15.535888069,582 83
Q2704927,Čechtice,49.624088433,15.048284906,257 65
Q2704978,Maršovice,49.713639906,14.564559218,257 56
Q2704978,Maršovice,49.713639906,14.564559218,257 53
Q2704978,Maršovice,49.713639906,14.564559218,257 51
Q2704978,Maršovice,49.713639906,14.564559218,257 55
Q2735270,Malšice,49.363984347,14.578714721,391 75
Q2861721,Mlázovice,50.411913257,15.521693476,507 81
Q2861721,Mlázovice,50.411913257,15.521693476,507 58
Q16515,Dobříš,49.781215974,14.167220871,263 01
Q16515,Dobříš,49.781215974,14.167220871,262 02
Q36989,Pardubice,50.03861,15.77916,530 02–533 53
Q43453,Plzeň,49.741388888,13.3825,301 00–326 00
Q81137,Olomouc,49.593888888,17.250833333,779 00
Q81137,Olomouc,49.593888888,17.250833333,783 01
Q81137,Olomouc,49.593888888,17.250833333,783 35
Q146307,Děčín,50.773611111,14.196111111,405 02
Q146307,Děčín,50.773611111,14.196111111,405 05
Q146307,Děčín,50.773611111,14.196111111,407 11
Q146342,Teplice,50.633333333,13.816666666,415 01
Q146342,Teplice,50.633333333,13.816666666,415 03
Q146342,Teplice,50.633333333,13.816666666,415 10
Q146356,Chomutov,50.462777777,13.411111111,430 01
Q146356,Chomutov,50.462777777,13.411111111,430 03
Q146356,Chomutov,50.462777777,13.411111111,430 04
Q155993,Kladno,50.143055555,14.105277777,272 01
Q155993,Kladno,50.143055555,14.105277777,273 09
Q155993,Kladno,50.143055555,14.105277777,272 04
Q155993,Kladno,50.143055555,14.105277777,272 03
Q156974,Ústí nad Labem,50.659166666,14.041666666,400 01–403 40
Q158242,Adamov,49.300526299,16.65857065,679 04
Q180139,Hradec Králové,50.209166666,15.831944444,500 02–503 41
Q191805,Mladá Boleslav,50.4125,14.906388888,293 01
Q384544,Karlovy Vary,50.230555555,12.8725,360 01–364 64
Q386858,Řevnice,49.914028256,14.235955055,252 30
Q470394,Benešov,49.781695568,14.687020558,256 01
Q470445,Prostějov,49.472222222,17.110555555,796 01
Q470445,Prostějov,49.472222222,17.110555555,798 11
Q470445,Prostějov,49.472222222,17.110555555,796 04
Q470445,Prostějov,49.472222222,17.110555555,796 03
Q581478,Břeclav,48.758991122,16.882020775,691 46
Q581478,Břeclav,48.758991122,16.882020775,690 02
Q581478,Břeclav,48.758991122,16.882020775,690 06
Q581478,Břeclav,48.758991122,16.882020775,691 41
Q581478,Břeclav,48.758991122,16.882020775,690 03
Q599929,Královo Pole,49.225555555,16.596111111,612 00
Q616877,Louny,50.357078457,13.796762432,440 01
Q927541,Hořice,50.36613674,15.631918228,508 01
Q936537,Dolní Bousov,50.438305994,15.128214496,294 04
Q961325,Holešov,49.333314366,17.578340885,769 01
Q986068,Domažlice,49.44060568,12.929798039,344 01
Q986072,Rokycany,49.742793661,13.594638741,337 01
Q986075,Nové Město na Moravě,49.561481877,16.074220542,592 31
Q986102,Třinec,49.677609314,18.670814768,739 55
Q986102,Třinec,49.677609314,18.670814768,739 61
Q986102,Třinec,49.677609314,18.670814768,739 94
Q994280,Bruntál,49.988449251,17.464759014,792 01
Q1017287,Lázně Bělohrad,50.428791726,15.582779302,507 81
Q1019967,Opočno,50.267452244,16.114874404,517 73
Q1019967,Opočno,50.267452244,16.114874404,518 01
Q1641761,Unhošť,50.085433861,14.130145953,273 51
Q2446033,Břevnov,50.08330556,14.35794444,
Q12019291,Havelské město,50.0851594,14.4215064,
Q12059689,Trnovany,50.6494,13.8536,415 01
Q1261674,Drásov,49.331864286,16.478007858,666 01
Q1261674,Drásov,49.331864286,16.478007858,664 24
Q1262812,Dub nad Moravou,49.482497088,17.277261817,783 75
Q1268709,Dyjákovice,48.771912052,16.300959718,671 26
Q1284878,Lysice,49.451625492,16.5371871,679 71
Q1284878,Lysice,49.451625492,16.5371871,679 01
Q1302045,Luka nad Jihlavou,49.374078929,15.701963745,588 22
Q1319099,Knínice,49.539613406,16.695058459,679 34
Q1364159,Všetaty,50.281940032,14.593054591,277 16
Q1392698,Mladkov,50.096879011,16.626985935,561 64
Q1392698,Mladkov,50.096879011,16.626985935,561 67
Q1396292,Přídolí,48.781889595,14.352191665,381 01
Q1414103,Kolinec,49.299049805,13.439029225,341 42
Q1423520,Nové Veselí,49.519807793,15.908561649,592 14
Q1428359,Liteň,49.903789152,14.149045643,267 27
Q1444845,Lomnice,49.404650424,16.413618748,679 23
Q1478830,Vrchotovy Janovice,49.666889076,14.577851068,257 53
Q1478830,Vrchotovy Janovice,49.666889076,14.577851068,257 55
Q1553447,Suchdol nad Odrou,49.655716695,17.928191625,742 01
Q1597372,Křivoklát,50.037939233,13.870433811,270 23
Q1610067,Rokytnice nad Rokytnou,49.184402309,15.772883861,675 25
Q1611797,Nedvědice,49.457048667,16.33408906,592 62
Q1624267,Holany,50.618068745,14.493064486,470 02
Q1632199,Hořice na Šumavě,48.765999438,14.178423201,382 22
Q1632199,Hořice na Šumavě,48.765999438,14.178423201,381 01
Q1639667,Hvězdlice,49.193230979,17.083743399,683 41
Q1639667,Hvězdlice,49.193230979,17.083743399,683 42
Q1686189,Jedovnice,49.344554876,16.755972366,679 06
Q1704083,Nepomyšl,50.218174269,13.313292308,441 01
Q1704083,Nepomyšl,50.218174269,13.313292308,439 71
Q1774142,Klenčí pod Čerchovem,49.434952433,12.814761873,344 01
Q1774142,Klenčí pod Čerchovem,49.434952433,12.814761873,345 34
Q1782200,Velký Újezd,49.578585768,17.483502571,783 55
Q1790091,Krucemburk,49.688454163,15.85211158,582 63
Q1790091,Krucemburk,49.688454163,15.85211158,582 66
Q1797682,Křtiny,49.297079193,16.744109396,679 05
Q1809708,Trhová Kamenice,49.786838099,15.815995155,538 25
